Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
tldraw,https://www.crunchbase.com/organization/tldraw,"Apr 9, 2025","$24,094,737",Not Started,"Artificial Intelligence (AI), Developer Tools, Machine Learning, Software","London, England, United Kingdom",tldraw is an infinite canvas SDK.,"18,850",https://tldraw.com/,$1M to $10M,"Lux Capital, Amplify Partners, Definition, Guillermo Rauch, NP-Hard Ventures","Amplify Partners, Definition, Lux Capital, Preston-Werner Ventures",https://x.com/tldraw,https://www.linkedin.com/company/tldraw/,11-50,"$10,000,000",Apr 2022
VESTIGAS,https://www.crunchbase.com/organization/vestigas,"Apr 9, 2025","€8,000,000",Not Started,"Construction, Logistics, Software","Eggenfelden, Bayern, Germany",VESTIGAS is the new standard for Purchase-to-Pay Interactions in Construction.,"20,942",https://www.vestigas.com/,Less than $1M,"b2venture, Realyze Ventures, Project A Ventures, Christian Hülsewig",—,,https://www.linkedin.com/company/72168171,11-50,"€8,000,000","Aug 11, 2021"
Lincoln Financial Group,https://www.crunchbase.com/organization/lincoln-financial-group,"Apr 9, 2025","$825,000,000",Not Started,"Advice, Finance, Financial Services, Insurance","Radnor, Pennsylvania, United States",Lincoln Financial Group is a Fortune 500 company offering a diverse range of financial services and solutions.,"21,264",https://www.lincolnfinancial.com/,$10B+,Bain Capital,Bain Capital,https://x.com/lincolnfingroup,https://www.linkedin.com/company/lincoln-financial-group/,5001-10000,"$825,000,000",1905
TransFICC,https://www.crunchbase.com/organization/transficc,"Apr 9, 2025","$49,234,215",Not Started,"Electronics, Financial Services, FinTech, Trading Platform","London, England, United Kingdom",TransFICC is an e-trading technology company for banks and asset managers trading in Fixed Income and Derivatives markets.,"21,604",https://www.transficc.com/,$50M to $100M,"HSBC, Citi, Illuminate Financial, Citadel Securities, BlackFin Capital Partners","AlbionVC, Citadel Securities, Citi, Illuminate Financial, Neosfer",https://x.com/TransFICC,https://www.linkedin.com/company/10453689/,11-50,"$25,000,000",Mar 2016
Tuition.io,https://www.crunchbase.com/organization/tuition-io,"Apr 9, 2025","$15,150,000",Not Started,"EdTech, Education, Employee Benefits, Finance, Financial Services, Personal Finance, Software, Software Engineering","Santa Monica, California, United States","Tuition.io delivers student loan contributions as a benefit, allowing companies and governments of all sizes to recruit and retain talent.","24,450",http://www.tuition.io/,$10M to $50M,"Conversion Capital, Wildcat Venture Partners, MassMutual Ventures, Double M Partners, ORIX USA Corporation","MassMutual Ventures, ORIX USA Corporation, Wildcat Venture Partners",https://x.com/TuitionIO,https://www.linkedin.com/company/tuition-io/,11-50,—,2011
Midsummer,https://www.crunchbase.com/organization/midsummer,"Apr 9, 2025","$91,636,872",Not Started,"Energy Efficiency, Manufacturing, Solar","Stockholm, Stockholms Lan, Sweden",Midsummer was founded in 2004 by people with a background from the optical disc manufacturing equipment and the photo mask industry.,"26,417",http://midsummer.se/,$1M to $10M,"Sting, Invitalia, Ministry of University and Research, The European Innovation Fund, Walerud Ventures","Invitalia, Ministry of University and Research, Sting, The European Innovation Fund",,https://www.linkedin.com/company/3683861,11-50,"€2,800,000",2004
Jones,https://www.crunchbase.com/organization/hc-jones,"Apr 9, 2025","$15,104,975",Not Started,—,"New York, New York, United States","Jones helps quit smoking by using a combination of nicotine replacement therapy (NRT), behavioral support, and community.","28,304",https://quitwithjones.com/,—,"Dorm Room Fund, Founder Collective, Felix Capital, Foundry Group, NextView Ventures",Foundry Group,,https://www.linkedin.com/company/quitwithjones/,1-10,"$10,000,000",2022
Ottometric,https://www.crunchbase.com/organization/ottometric,"Apr 9, 2025","$15,178,891",Not Started,"Information Technology, Software","Waltham, Massachusetts, United States",Accelerating ADAS Validation and AV Training for automotive system suppliers and OEMs,"31,127",https://www.ottometric.com/,$1M to $10M,"SkyDeck Berkeley, Rally Ventures, Trucks Venture Capital, PS27 Ventures, Somersault Ventures","Rally Ventures, Schooner Capital, Trucks Venture Capital",https://x.com/ottometric,https://www.linkedin.com/company/ottometric,11-50,"$10,278,891",2018
Remedy Scientific,https://www.crunchbase.com/organization/remedy-scientific,"Apr 9, 2025","$11,000,000",Not Started,"Artificial Intelligence (AI), Environmental Consulting, Sensor","San Francisco, California, United States",Remedy Scientific is a pioneering environmental remediation technology company that utilizes sensors to assess pollutants accurately.,"36,697",https://www.remedyscientific.com/,—,"BoxGroup, Eclipse Ventures, Cantos, Refactor",—,,https://www.linkedin.com/company/remedyscientific,11-50,"$11,000,000",2023
Procaps Group,https://www.crunchbase.com/organization/procaps-group,"Apr 9, 2025","$270,000,000",Not Started,"Manufacturing, Pharmaceutical","Luxembourg, Luxembourg, Luxembourg","Procaps Group develops, manufactures and sells prescription drugs and over the counter products.","52,361",https://www.procapsgroup.com/,$100M to $500M,"Flying Fish Partners, Hoche Partners, Becaril, Chemo Project, Saint Thomas Commercial",Hoche Partners,,https://www.linkedin.com/company/procapsgroup,5001-10000,"$130,000,000",1977
HAON Life Sciences,https://www.crunchbase.com/organization/haon-life-sciences,"Apr 9, 2025","€10,700,000",Not Started,—,"Dublin, Dublin, Ireland",HAON Life Sciences is developing innovative cell therapies with primary research targeting a devastating pediatric condition called (HIE).,"56,039",https://www.haonco.com/,—,Disruptive Technologies Innovation Fund,Disruptive Technologies Innovation Fund,,https://www.linkedin.com/company/haon-life-science,1-10,"€10,700,000",2022
NOWOS,https://www.crunchbase.com/organization/nowos,"Apr 9, 2025","€6,000,000",Not Started,Environmental Consulting,"Amersfoort, Utrecht, The Netherlands","NOWOS provides an unmatched understanding of how to repair, repurpose, and recycle batteries more effectively.","59,289",https://www.nowos.com/,—,"Shift4Good, Fair Capital Impact Fund, Goeie Grutten Impact Fund",Shift4Good,,https://www.linkedin.com/company/nowos/about/,51-100,"€6,000,000",2019
TIRmed Pharma,https://www.crunchbase.com/organization/tirmed-pharma,"Apr 9, 2025","$9,866,218",Not Started,"Health Care, Medical, Pharmaceutical","Stockholm, Stockholms Lan, Sweden",TIRmed Pharma develops drug candidates addressing major clinical needs.,"63,904",https://www.tirmedpharma.com/,Less than $1M,"Almi Invest, Sciety, Sciety Venture Partners","Almi Invest, Sciety, Sciety Venture Partners",,https://www.linkedin.com/company/tirmed-pharma,11-50,"€4,300,000",2018
CloudBank,https://www.crunchbase.com/organization/cloudbank,"Apr 9, 2025","$20,000,000",Not Started,"Cloud Computing, Education, Finance","Mount Kisco, New York, United States",CloudBank simplifies accounting processes and helps optimize researchers' resource usage.,"77,127",https://www.cloudbank.org/,$10M to $50M,National Science Foundation,National Science Foundation,,,251-500,"$20,000,000",2020
Johns Hopkins University School of Medicine,https://www.crunchbase.com/organization/johns-hopkins-university-school-of-medicine,"Apr 9, 2025","$23,500,000",Not Started,"Education, Health Care, Hospitality, Training","Baltimore, Maryland, United States",Johns Hopkins University School of Medicine provides training and education in medical disciplines.,"101,795",https://www.hopkinsmedicine.org/,—,"NCPDP, Patient-Centered Outcomes Research Institute, National Institute on Drug Abuse (NIDA), Hyundai Hope On Wheels, Kahlert Foundation","Hyundai Hope On Wheels, Kahlert Foundation, National Institute on Drug Abuse (NIDA), NCPDP, Patient-Centered Outcomes Research Institute",https://x.com/HopkinsMedicine,http://www.linkedin.com/company/johns-hopkins-medicine,10001+,"$3,000,000",1996
Red Crown Federal Credit Union,https://www.crunchbase.com/organization/red-crown-federal-credit-union,"Apr 9, 2025","$6,000,000",Not Started,"Banking, Financial Services","Tulsa, Oklahoma, United States",Red Crown offers a wide array of deposit and loan services consumers have come to expect from a financial institution today.,"107,900",https://www.redcrown.org/,$10M to $50M,—,—,,https://www.linkedin.com/company/2389357?trk=tyah,51-100,"$6,000,000","Feb 8, 1938"
JR Smart,https://www.crunchbase.com/organization/jr-smart,"Apr 9, 2025","£15,000,000",Not Started,"Commercial, Construction, Property Development, Real Estate","Cardiff, Cardiff, United Kingdom",JR Smart is a commercial property development firm.,"121,899",https://www.jrsmart.com/,$1M to $10M,Cardiff Capital Region,Cardiff Capital Region,,,11-50,"£15,000,000",—
Amca,https://www.crunchbase.com/organization/amca-7b19,"Apr 8, 2025","$76,500,000",Not Started,"Aerospace, Industrial, Manufacturing, Supply Chain Management","El Segundo, California, United States",Amca acquires and develops critical aerospace and defense products in order to scale them to deliver what the industry needs next.,"1,409",https://amca.co/,—,"Andreessen Horowitz, Founders Fund, Lux Capital, Construct Capital, Caffeinated Capital",Caffeinated Capital,https://x.com/AmcaInc,https://www.linkedin.com/company/amcainc,101-250,"$76,500,000",2024
Transcarent,https://www.crunchbase.com/organization/transcarent,"Apr 8, 2025","$904,999,962",Not Started,"Health Care, Personal Health, Software","San Francisco, California, United States",Transcarent is a provider of a healthcare platform that facilitates improved outcomes and cost-effective decisions.,"2,563",https://www.transcarent.com/,—,"General Catalyst, Kleiner Perkins, Human Capital, Geodesic Capital, Ally Bridge Group","62 Ventures, 7wire Ventures, General Catalyst, Human Capital, Kinnevik",https://x.com/transcarent,https://www.linkedin.com/company/transcarent,1001-5000,"$480,999,962",2020
Arena,https://www.crunchbase.com/organization/arena-c37f,"Apr 8, 2025","$62,000,000",Not Started,"Enterprise Software, SaaS, Software","New York, New York, United States","Arena accelerates testing, debugging, and optimization for the world’s most advanced hardware.","3,790",https://arena-ai.com/,$1M to $10M,"Founders Fund, Friends & Family Capital, Goldcrest Capital, Fifth Down Capital, Garuda Ventures","Fifth Down Capital, Goldcrest Capital, Initialized Capital",https://x.com/TheArenaAI,https://www.linkedin.com/company/arena-ai/,11-50,"$30,000,000",2019
Portnox,https://www.crunchbase.com/organization/portnox,"Apr 8, 2025","$59,500,000",Not Started,"Security, Software, Wireless","Austin, Texas, United States",Portnox is a market leader for network access control and management solutions that scale from small to medium enterprises.,"4,230",http://portnox.com/,$1M to $10M,"Updata Partners, Elsewhere Partners","Elsewhere Partners, Updata Partners",https://x.com/portnox,http://www.linkedin.com/company/2526271,51-100,"$37,500,000",2007
Optilogic,https://www.crunchbase.com/organization/optilogic,"Apr 8, 2025","$53,000,000",Not Started,"Risk Management, Simulation, Software, Supply Chain Management","Ann Arbor, Michigan, United States","Optilogic provides a cloud-native platform for supply chain design that integrates optimization, simulation, and risk assessment.","5,018",https://optilogic.com/,$10M to $50M,"Beringea, Augment Ventures, NewRoad Capital Partners, Supply Chain Ventures, Moore Strategic Ventures","Augment Ventures, MK Capital, NewRoad Capital Partners",https://x.com/get_optilogic,https://www.linkedin.com/company/optilogic/,101-250,"$40,000,000",2018
Yonder,https://www.crunchbase.com/organization/yonder-25d6,"Apr 8, 2025","£111,750,000",Not Started,"Credit Cards, Finance, Financial Services, Mobile Apps","London, England, United Kingdom",Yonder is a financial service offering firm that provides credit card for foodies.,"8,209",https://www.yonder.com/,$10M to $50M,"LocalGlobe, RTP Global, Northzone, Seedcamp, NatWest Group","Jigsaw VC, LocalGlobe, NatWest Group, Northzone, RTP Global",https://x.com/yondercard,https://www.linkedin.com/company/yondercard,101-250,—,Sep 2020
Anecdotes,https://www.crunchbase.com/organization/anecdotes,"Apr 8, 2025","$85,000,000",Not Started,"Artificial Intelligence (AI), Compliance, Cyber Security, Data Governance, Risk Management, SaaS","Palo Alto, California, United States","Anecdotes is a data-powered, AI-enhanced GRC platform that automates compliance and scales enterprise GRC programs.","8,958",https://www.anecdotes.ai/,$1M to $10M,"Vertex Ventures, Red Dot Capital Partners, Shasta Ventures, DTCP, Vintage Investment Partners","Aleph, DTCP, Glilot Capital Partners, Red Dot Capital Partners",,https://www.linkedin.com/company/anecdotes-ai/,101-250,"$30,000,000",2020
BRINC Drones,https://www.crunchbase.com/organization/brinc-drones,"Apr 8, 2025","$157,200,000",Not Started,"Aerospace, Artificial Intelligence (AI), Drones, Law Enforcement, Public Safety, Robotics","Seattle, Washington, United States","BRINC Drones develops technology that enhances public safety, focusing on hardware, software, and services for emergency responders.","9,667",https://brincdrones.com/,$10M to $50M,"Index Ventures, Starship Ventures, Motorola Solutions, Tusk Venture Partners, Sam Altman","Alameda Research, Index Ventures, Sam Altman",https://x.com/BrincDrones,https://www.linkedin.com/company/brinc-drones,101-250,"$75,000,000",2017
Aurascape,https://www.crunchbase.com/organization/aurascape,"Apr 8, 2025","$39,000,000",Not Started,"Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, Network Security, Security","Santa Clara, California, United States","Aurascape closes the AI security gaps created by traditional security, enabling enterprises to safely adopt AI.","9,935",https://aurascape.co/,—,"Menlo Ventures, StepStone Group, Mayfield Fund, Celesta Capital, AIspace Ventures","Mayfield Fund, Menlo Ventures",https://x.com/aurascape_ai,https://www.linkedin.com/company/aurascape,51-100,"$26,200,000",2024
