Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Lovcen Banka,https://www.crunchbase.com/organization/lovcen-banka,"Jan 9, 2026","€6,000,000",Not Started,"Banking, Finance, Financial Services","Podgorica, NA - Montenegro, Montenegro","Lovcen Banka is a financial bank offers retail banking, wealth management, investment, loans, credit and debit card services.","87,278",https://www.lovcenbanka.me/,$10M to $50M,"European Bank for Reconstruction and Development, Deutsche Sparkassenstiftung für Internationale Kooperation","Deutsche Sparkassenstiftung für Internationale Kooperation, European Bank for Reconstruction and Development",,https://www.linkedin.com/company/lovcenbanka/,101-250,"€2,000,000",2014
Clene Nanomedicine,https://www.crunchbase.com/organization/clene-nanomedicine,"Jan 9, 2026","$218,104,029",Not Started,"Biotechnology, Health Care, Medical, Pharmaceutical","Salt Lake City, Utah, United States",Clene Nanomedicine focuses on the development of unique therapeutics for neurodegenerative diseases.,"99,097",https://clene.com/,Less than $1M,"Vivo Capital, National Institutes of Health, Coastlands Capital, Boxer Capital, National Multiple Sclerosis Society (NMSS)","FightMND, Maryland Department of Housing and Community Development, National Institutes of Health, SymBiosis LLC",https://x.com/clenenano,https://www.linkedin.com/company/clene-nanomedicine/,51-100,"$28,000,000",2013
Savannah Resources,https://www.crunchbase.com/organization/savannah-resources,"Jan 9, 2026","$168,334,314",Not Started,"Mineral, Mining","London, England, United Kingdom",An Energy Metals Group Rapidly Advancing Western Europe’s Largest Spodumene Lithium Resource,"112,583",http://www.savannahresources.com/,$1M to $10M,"AMG Advanced Metallurgical Group, aicep Portugal Global","aicep Portugal Global, AMG Advanced Metallurgical Group",https://x.com/SavannahRes,https://www.linkedin.com/company/savannah-resources-plc,11-50,"€110,000,000",2010
VGP,https://www.crunchbase.com/organization/vgp-nv,"Jan 9, 2026","€1,478,933,541",Not Started,"Logistics, Real Estate, Sustainability","Zele, Oost-Vlaanderen, Belgium",VGP is a belgium-based real estate development company that constructs and develops industrial real estate and ancillary offices.,"114,397",https://www.vgpparks.eu/,$100M to $500M,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,https://x.com/VGP_Parks,https://www.linkedin.com/company/vgp,251-500,"€600,000,000",2007
Karolinska,https://www.crunchbase.com/organization/karolinska,"Jan 9, 2026","SEK202,600,000",Not Started,"Biotechnology, Medical, Therapeutics","Solna, Stockholms Lan, Sweden",Karolinska Development is an investment firm focused on identifying medical innovation and supporting the creation and growth of companies.,"133,721",http://www.karolinskadevelopment.com/en/,Less than $1M,—,—,https://x.com/Karolinska_Dev,https://www.linkedin.com/company/karolinska-development,1-10,"SEK202,600,000",2003
Corgi Insurance,https://www.crunchbase.com/organization/corgi-80d7,"Jan 8, 2026","$108,500,000",Not Started,"Artificial Intelligence (AI), Insurance, InsurTech","San Francisco, California, United States",Corgi is the first AI Insurance and Financial Infrastructure Company.,561,https://www.corgi.insure/,$10M to $50M,"Alumni Ventures, Y Combinator, SV Angel, Glade Brook Capital Partners, Gold House",Y Combinator,https://x.com/corgi_insurance,https://www.linkedin.com/company/corgiinsurance,51-100,"$108,000,000",2024
Exus Renewables,https://www.crunchbase.com/organization/exus-management-partners,"Jan 8, 2026","$1,020,200,000",Not Started,"Asset Management, Renewable Energy, Semiconductor","Madrid, Madrid, Spain","Exus Renewables is an investment and asset management offers technical supervision, equity sourcing, operation and construction.",687,https://exuspartners.com/,$10M to $50M,"Credit Agricole CIB, PNC Capital Markets, ING Capital LLC","Credit Agricole CIB, ING Capital LLC, PNC Capital Markets",,https://www.linkedin.com/company/exus-renewables,101-250,"$400,000,000",2014
ECARX,https://www.crunchbase.com/organization/ecarx,"Jan 8, 2026","$939,923,889",Not Started,"Automotive, Autonomous Vehicles, Information Services, Semiconductor, Software","London, England, United Kingdom",ECARX is a global automotive technology provider with the capabilities to deliver turnkey solutions for next-generation smart vehicles,"1,276",http://www.ecarxgroup.com/,$1B to $10B,"Baidu, Lotus Technology, Geely, Geely Auto, Luminar","Baidu, China Reform Holdings Corporation, Geely, Geely Auto, Hangzhou Trust, Luminar",,https://www.linkedin.com/company/ecarx,1001-5000,"$45,600,000",2017
Alveus Therapeutics,https://www.crunchbase.com/organization/alveus-therapeutics,"Jan 8, 2026","$197,000,000",Not Started,Biotechnology,"Philadelphia, Pennsylvania, United States",Alveus Therapeutics is a clinical-stage biotech company developing therapies for obesity and metabolic diseases.,"1,320",https://alveustx.com/,—,"Sanofi, Andera Partners, Omega Funds, Novo Holdings, Kurma Partners","Andera Partners, New Rhein, Omega Funds",,https://www.linkedin.com/company/alveus-therapeutics/,11-50,"$197,000,000",2023
Parabilis Medicines,https://www.crunchbase.com/organization/parabilis-medicines,"Jan 8, 2026","$835,271,035",Not Started,"Biopharma, Biotechnology, Health Care, Life Science, Medical, Pharmaceutical, Precision Medicine","Cambridge, Massachusetts, United States",Parabilis Medicines is a Grupo Bugio is a biopharmaceutical firm that specializes in creating medicines.,"1,461",https://parabilismed.com/,—,"General Catalyst, RA Capital Management, Catalio Capital Management, Cormorant Asset Management, ARCH Venture Partners","6 Dimensions Capital, Deerfield, Fidelity, Janus Henderson Investors, Nextech Invest, RA Capital Management, venBio Partners",,https://www.linkedin.com/company/parabilis-medicines,101-250,"$305,000,000",2016
Canopy Works,https://www.crunchbase.com/organization/canopy-works,"Jan 8, 2026","$44,000,000",Not Started,"Cloud Security, Health Care, Information Services, Location Based Services, Medical, Medical Device, Security, Software, Wearables","San Francisco, California, United States",The connected safety platform for hospitals and health systems,"1,573",https://www.canopyworks.com/,—,"ACME Capital, 111° West Capital","111° West Capital, ACME Capital",,https://www.linkedin.com/company/canopy-works/,101-250,"$22,000,000",2019
Compass,https://www.crunchbase.com/organization/compassinc,"Jan 8, 2026","$2,618,000,000",Not Started,"Property Management, PropTech, Real Estate, Real Estate Brokerage, Residential","New York, New York, United States","Compass is a real estate technology company that provides an online platform for buying, renting, and selling real estate assets.","1,722",http://www.compass.com/,$1B to $10B,"Alumni Ventures, Wellington Management, Thrive Capital, IVP, Founders Fund","Fidelity, IVP, Morgan Stanley Senior Funding, Qatar Investment Authority, SoftBank Vision Fund, Wellington Management",https://x.com/Compass,https://www.linkedin.com/company/compassinc,1001-5000,"$850,000,000","Oct 4, 2012"
Profitmind,https://www.crunchbase.com/organization/netail,"Jan 8, 2026","$14,000,000",Not Started,"Retail, Software","Palo Alto, California, United States","Profitmind enables retailers to auto-identify competitors across the internet and track their assortments, and optimize prices in real time.","1,827",https://www.profitmind.com/,$1M to $10M,"AI Fund, Accenture Ventures, Lightscape Partners, Vertical Partners, Magarac Venture Partners","Accenture Ventures, AI Fund, Magarac Venture Partners",,https://www.linkedin.com/company/profitmindanalyst/,11-50,"$9,000,000",2022
Beacon Therapeutics,https://www.crunchbase.com/organization/beacon-therapeutics,"Jan 8, 2026","$365,139,662",Not Started,"Biotechnology, Health Care, Life Science, Therapeutics","Alachua, Florida, United States",Beacon Therapeutics is a biotechnology company that develops treatments to preserve and restore vision for rare and prevalent eye diseases.,"1,900",https://www.beacontx.com/,—,"TCG Crossover, Oxford Science Enterprises, Forbion Capital Partners, Goldman Sachs Alternatives, University of Oxford","Forbion Capital Partners, Goldman Sachs Alternatives, Syncona Partners LLP",,https://www.linkedin.com/company/beacon-therapeutics,101-250,"$75,000,000",2023
Standard Chartered Bank,https://www.crunchbase.com/organization/standard-chartered-bank,"Jan 8, 2026","$1,227,127,405",Not Started,"Banking, Finance, Financial Services","London, England, United Kingdom","Standard Chartered Bank provides current accounts, savings accounts, credit cards, and loans.","2,254",https://www.sc.com/,$10B+,British International Investment,—,https://x.com/stanchart,https://www.linkedin.com/company/standardchartered,10001+,"€1,000,000,000",1853
Century Therapeutics,https://www.crunchbase.com/organization/century-therapeutics,"Jan 8, 2026","$755,000,000",Not Started,"Biotechnology, Health Care, Health Diagnostics","Philadelphia, Pennsylvania, United States",Century Therapeutics is a biotechnology company that develops cell therapies for hematological and solid tumor malignancies.,"2,551",https://www.centurytx.com/,$1M to $10M,"RA Capital Management, TCG Crossover, Fidelity, RTW Investments, Qatar Investment Authority","Bain Capital Life Sciences, Bristol-Myers Squibb, Casdin Capital, Leaps by Bayer, TCG Crossover",https://x.com/century_tx,https://www.linkedin.com/company/centurytx,101-250,"$135,000,000",2018
BrightHeart,https://www.crunchbase.com/organization/brightheart-85ba,"Jan 8, 2026","€13,000,000",Not Started,"Health Care, Medical, Medical Device","Paris, Ile-de-France, France",BrightHeart is a medical technology startup that is developing artificial intelligence software.,"2,590",https://www.brightheart.fr/,$1M to $10M,"GO CAPITAL, Sofinnova Partners, ODYSSEE VENTURE, SideAngels, LIFT VALUE","GO CAPITAL, ODYSSEE VENTURE, Sofinnova Partners",,https://www.linkedin.com/company/brightheart,1-10,"€11,000,000",2022
ViCentra,https://www.crunchbase.com/organization/vicentra,"Jan 8, 2026","$193,898,148",Not Started,"Health Care, Medical, Medical Device","Utrecht, Utrecht, The Netherlands",ViCentra has developed an insulin pump for diabetes patients.,"2,631",https://www.hellokaleido.com/,$1M to $10M,"EQT Life Sciences, Invest-NL, Innovation Industries, ROM Utrecht Region, Inkef","EQT Life Sciences, Inkef, Innovation Industries, Invest-NL, Partners in Equity",https://x.com/HeyKaleido,https://www.linkedin.com/company/vicentra,101-250,"$13,000,000",2013
Diagonal Therapeutics,https://www.crunchbase.com/organization/diagonal-therapeutics,"Jan 8, 2026","$253,000,000",Not Started,"Biopharma, Biotechnology, Life Science, Medical, Therapeutics","Watertown, Massachusetts, United States",Diagonal Therapeutics is a biotechnology startup that develops targeted therapies for cancer and genetic diseases.,"2,926",https://www.diagonaltx.com/,$1M to $10M,"Lightspeed Venture Partners, RA Capital Management, Janus Henderson Investors, Frazier Life Sciences, EcoR1 Capital","Atlas Venture, Biotechnology Value Fund, Janus Henderson Investors, Sanofi Ventures",,https://www.linkedin.com/company/diagonal-therapeutics,11-50,"$125,000,000",2022
Topicals,https://www.crunchbase.com/organization/topicals,"Jan 8, 2026","$22,599,996",Not Started,"Beauty, Cosmetics, Health Care","Santa Monica, California, United States","Topicals is a beauty and skincare company that specializes in the fields of e-commerce, community, and beauty devices.","2,972",https://mytopicals.com/,$1M to $10M,"Mucker Capital, CAVU Consumer Partners, Lerer Hippeau, Rough Draft Ventures, Hannah Bronfman","CAVU Consumer Partners, Lerer Hippeau, Mucker Capital",https://x.com/mytopicals,https://www.linkedin.com/company/mytopicals/,1-10,—,"Nov 1, 2018"
Ukko,https://www.crunchbase.com/organization/ukko,"Jan 8, 2026","$92,699,997",Not Started,"Biotechnology, Health Care, Life Science, Therapeutics","Palo Alto, California, United States",Ukko is a biotechnology company focused on developing immunotherapies for the treatment of allergies and other immune-mediated diseases.,"3,112",https://www.ukko.us/,$1M to $10M,"Khosla Ventures, Innovation Endeavors, PeakBridge, Israel Biotech Fund, Fall Line Capital","Israel Biotech Fund, Leaps by Bayer",https://x.com/Ukko_Inc,https://www.linkedin.com/company/ukkoinc,11-50,"$45,000,000",2016
Spore.Bio,https://www.crunchbase.com/organization/spore-biotechnologies,"Jan 8, 2026","$31,638,796",Not Started,"Artificial Intelligence (AI), Biotechnology, Industrial Manufacturing, Information Technology, Life Science, Machinery Manufacturing","Paris, Ile-de-France, France",Spore.Bio develops technology for rapid microbiology testing using light-based sensing and artificial intelligence.,"3,272",https://spore.bio/,—,"LocalGlobe, Google.org, Plug and Play, Singular, Point72 Ventures","Google.org, LocalGlobe, Singular",,https://www.linkedin.com/company/spore-biotechnologies,101-250,—,Jan 2023
The Beneficient Company Group,https://www.crunchbase.com/organization/the-beneficient-company-group,"Jan 8, 2026","$411,709,150",Not Started,"Asset Management, Finance, Financial Services, Insurance, Professional Services","Dallas, Texas, United States",The Beneficient Company Group is a financial services company providing private trust solutions and other financial and fiduciary services.,"4,174",https://www.trustben.com/,$10M to $50M,Hicks Holdings,Hicks Holdings,,https://www.linkedin.com/company/beneficientco/,51-100,"$3,022,728",2003
TECregen,https://www.crunchbase.com/organization/tecregen,"Jan 8, 2026","CHF10,000,000",Not Started,"Biotechnology, Manufacturing, Product Research","Basel, Basel-Stadt, Switzerland",TECregen is a biotechnology company that develops thymus-rejuvenating biologics to restore immune function and T-cell responses.,"4,385",https://www.tecregen.com/,—,"HTGF (High-Tech Gruenderfonds), Boehringer Ingelheim Venture Fund, Zürcher Kantonal Bank, Carma Fund, Lifespan Vision Ventures",Boehringer Ingelheim Venture Fund,,https://www.linkedin.com/company/tecregen-ag/,1-10,"CHF10,000,000",2023
EpiBiologics,https://www.crunchbase.com/organization/epibiologics,"Jan 8, 2026","$203,050,000",Not Started,"Biotechnology, Health Care, Medical, Therapeutics","San Mateo, California, United States",EpiBiologics develops antibody-based targeted therapies against membrane and extracellular proteins.,"4,719",https://www.epibiologics.com/,$1M to $10M,"Vivo Capital, Polaris Partners, Samsara BioCapital, Mission BioCapital, Digitalis Ventures","Google Ventures, Johnson & Johnson Innovation, Mubadala Capital Ventures, Polaris Partners",,https://www.linkedin.com/company/epibiologics-inc,11-50,"$107,000,000",2022
Tucuvi,https://www.crunchbase.com/organization/tucuvi,"Jan 8, 2026","$23,911,819",Not Started,"Artificial Intelligence (AI), Health Care, Medical Device, Natural Language Processing, Social Entrepreneurship, Virtual Assistant","Madrid, Madrid, Spain",Tucuvi is pioneering AI-first healthcare with its CE-marked platform for Phone Consultation automation.,"5,461",https://tucuvi.com/,$1M to $10M,"Cathay Innovation, K Fund, Shilling VC, European Innovation Council, Frontline Ventures","Cathay Innovation, European Innovation Council, K Fund, Shilling VC",https://x.com/TucuviCare,,11-50,"$20,000,000",2019
